Date,Median_Listing_Price,State
2017-10,195000,Nebraska
2017-10,297495,Nevada
2017-10,279900,New Hampshire
2017-10,299000,New Jersey
2017-10,219900,New Mexico
2017-10,339900,New York
2017-10,250000,North Carolina
2017-10,154900,Ohio
2017-10,179000,Oklahoma
2017-10,354900,Oregon
2017-10,190000,Pennsylvania
2017-10,289900,Rhode Island
2017-10,239900,South Carolina
2017-10,217000,South Dakota
2017-10,225000,Tennessee
2017-10,269000,Texas
2017-10,329900,Utah
2017-10,249000,Vermont
2017-10,299000,Virginia
2017-10,350000,Washington
2017-10,149900,West Virginia
2017-10,194000,Wisconsin
2017-10,238000,Wyoming
2017-11,189900,Alabama
2017-11,273000,Alaska
2017-11,270000,Arizona
2017-11,163900,Arkansas
2017-11,499000,California
2017-11,4.00E+05,Colorado
2017-11,3.00E+05,Connecticut
2017-11,275000,Delaware
2017-11,550000,District of Columbia
2017-11,284900,Florida
2017-11,239900,Georgia
2017-11,599000,Hawaii
2017-11,272900,Idaho
2017-11,209900,Illinois
2017-11,164900,Indiana
2017-11,169000,Iowa
2017-11,169900,Kansas
2017-11,169900,Kentucky
2017-11,204900,Louisiana
2017-11,229000,Maine
2017-11,299900,Maryland
2017-11,419900,Massachusetts
2017-11,164900,Michigan
2017-11,249900,Minnesota
2017-11,174900,Mississippi
2017-11,165900,Missouri
2017-11,299900,Montana
2017-11,195000,Nebraska
2017-11,299000,Nevada
2017-11,279900,New Hampshire
2017-11,289900,New Jersey
2017-11,219000,New Mexico
2017-11,340000,New York
2017-11,250000,North Carolina
2017-11,149900,Ohio
2017-11,178900,Oklahoma
2017-11,350000,Oregon
2017-11,189950,Pennsylvania
2017-11,289000,Rhode Island
2017-11,239900,South Carolina
2017-11,217000,South Dakota
2017-11,225000,Tennessee
2017-11,269000,Texas
2017-11,334890,Utah
2017-11,249900,Vermont
2017-11,297000,Virginia
2017-11,350000,Washington
2017-11,149900,West Virginia
2017-11,189900,Wisconsin
2017-11,238000,Wyoming
2017-12,189000,Alabama
2017-12,269900,Alaska
2017-12,270000,Arizona
2017-12,159900,Arkansas
2017-12,495000,California
2017-12,405000,Colorado
2017-12,299900,Connecticut
2017-12,275000,Delaware
2017-12,535000,District of Columbia
2017-12,285000,Florida
2017-12,239000,Georgia
2017-12,610000,Hawaii
2017-12,277500,Idaho
2017-12,199900,Illinois
2017-12,163000,Indiana
2017-12,169000,Iowa
2017-12,165000,Kansas
2017-12,169900,Kentucky
2017-12,200500,Louisiana
2017-12,225000,Maine
2017-12,297500,Maryland
2017-12,415000,Massachusetts
2017-12,159900,Michigan
2017-12,249900,Minnesota
2017-12,174900,Mississippi
2017-12,165000,Missouri
2017-12,299999,Montana
2017-12,195000,Nebraska
2017-12,299500,Nevada
2017-12,279900,New Hampshire
2017-12,279900,New Jersey
2017-12,216925,New Mexico
2017-12,345000,New York
2017-12,250000,North Carolina
2017-12,148500,Ohio
2017-12,175000,Oklahoma
2017-12,350000,Oregon
2017-12,188700,Pennsylvania
2017-12,280000,Rhode Island
2017-12,239000,South Carolina
2017-12,217900,South Dakota
2017-12,224900,Tennessee
2017-12,269000,Texas
2017-12,337500,Utah
2017-12,249900,Vermont
2017-12,289000,Virginia
2017-12,349950,Washington
2017-12,149900,West Virginia
2017-12,189900,Wisconsin
2017-12,237500,Wyoming
